"language","cld2","cld3","langdetect","langid","lingua-afrikaans-detector","lingua-albanian-detector","lingua-arabic-detector","lingua-armenian-detector","lingua-azerbaijani-detector","lingua-basque-detector","lingua-belarusian-detector","lingua-bengali-detector","lingua-bokmal-detector","lingua-bosnian-detector","lingua-bulgarian-detector","lingua-catalan-detector","lingua-chinese-detector","lingua-croatian-detector","lingua-czech-detector","lingua-danish-detector","lingua-dutch-detector","lingua-english-detector","lingua-esperanto-detector","lingua-estonian-detector","lingua-finnish-detector","lingua-french-detector","lingua-ganda-detector","lingua-georgian-detector","lingua-german-detector","lingua-greek-detector","lingua-gujarati-detector","lingua-hebrew-detector","lingua-high-accuracy","lingua-hindi-detector","lingua-hungarian-detector","lingua-icelandic-detector","lingua-indonesian-detector","lingua-irish-detector","lingua-italian-detector","lingua-japanese-detector","lingua-kazakh-detector","lingua-korean-detector","lingua-latin-detector","lingua-latvian-detector","lingua-lithuanian-detector","lingua-low-accuracy","lingua-macedonian-detector","lingua-malay-detector","lingua-maori-detector","lingua-marathi-detector","lingua-mongolian-detector","lingua-nynorsk-detector","lingua-persian-detector","lingua-polish-detector","lingua-portuguese-detector","lingua-punjabi-detector","lingua-romanian-detector","lingua-russian-detector","lingua-serbian-detector","lingua-shona-detector","lingua-slovak-detector","lingua-slovene-detector","lingua-somali-detector","lingua-sotho-detector","lingua-spanish-detector","lingua-swahili-detector","lingua-swedish-detector","lingua-tagalog-detector","lingua-tamil-detector","lingua-telugu-detector","lingua-thai-detector","lingua-tsonga-detector","lingua-tswana-detector","lingua-turkish-detector","lingua-ukrainian-detector","lingua-urdu-detector","lingua-vietnamese-detector","lingua-welsh-detector","lingua-xhosa-detector","lingua-yoruba-detector","lingua-zulu-detector","simplemma"
"Hungarian","75.13333333333333","76.06666666666668","88.36666666666666","83.33333333333334","76.2","83.26666666666665","100","100","89.19999999999999","77.16666666666666","100","100","67.13333333333333","87.53333333333333","100","75.46666666666667","100","86.96666666666667","84.86666666666667","70.06666666666668","79.26666666666668","72.16666666666667","75.9","81.30000000000001","73.46666666666667","76.03333333333335","77.33333333333333","100","76.93333333333334","100","100","100","94.8","100","88.2","84.50000000000001","70.80000000000001","92.3","73.5","100","100","100","79.43333333333334","91.6","84.10000000000001","91.43333333333334","100","71.59999999999998","79.73333333333335","100","100","67.96666666666667","100","90.8","76.9","100","73.23333333333333","100","100","87.86666666666667","83.06666666666666","83","86.76666666666665","74.76666666666667","79.6","82.76666666666667","71.56666666666668","76.83333333333334","100","100","100","78.69999999999999","82.6","72.4","100","100","98.9","84.3","70.06666666666668","72.33333333333333","78.43333333333332","71.76666666666665"
"Icelandic","65.8","70.56666666666666","NaN","66.23333333333333","67.46666666666667","78.2","100","100","69.46666666666667","84.60000000000001","100","100","62.26666666666666","79.3","100","80.43333333333335","100","83.50000000000001","84.9","60.633333333333326","67.86666666666666","62.76666666666666","74.33333333333333","65.4","70.96666666666667","87.36666666666665","81.13333333333334","100","69.76666666666667","100","100","100","93.69999999999999","100","87.76666666666667","86.56666666666666","67.26666666666667","75.1","71.8","100","100","100","71.13333333333333","85.2","75.8","90.63333333333333","100","65.3","73.66666666666667","100","100","50.16666666666667","100","85.13333333333334","80.10000000000001","100","82","100","100","73.76666666666667","82.39999999999999","79.93333333333332","88.13333333333333","84.26666666666667","80.23333333333333","75.06666666666666","57.63333333333334","66.70000000000002","100","100","100","77.63333333333334","89.83333333333333","72.46666666666667","100","100","98.5","89.8","83.29999999999998","83.39999999999999","77.36666666666667","63.76666666666667"
"Indonesian","62.36666666666667","46.06666666666667","80.10000000000001","50.73333333333333","65.33333333333333","66.56666666666668","100","100","69.26666666666667","59.06666666666667","100","100","62.133333333333326","69.66666666666667","100","55.73333333333333","100","73.26666666666667","79","53.13333333333333","62.36666666666667","51.93333333333333","52.66666666666667","74.80000000000001","78.56666666666668","63.5","47.5","100","57.2","100","100","100","60.93333333333333","100","76.33333333333333","71.2","80.23333333333333","87.36666666666667","58.00000000000001","100","100","100","50.83333333333333","83.76666666666667","68.46666666666667","47.733333333333334","100","22.966666666666665","44.8","100","100","63.46666666666666","100","88.2","58.633333333333326","100","68.23333333333333","100","100","43.133333333333326","81.89999999999999","70.33333333333333","58.73333333333333","50.06666666666666","70.4","53.53333333333333","60.86666666666667","38.23333333333333","100","100","100","46.43333333333333","53.13333333333333","54.26666666666667","100","100","96.16666666666669","77.6","49.03333333333333","55.66666666666668","46.36666666666667","26.066666666666663"
"Irish","66.5","67.16666666666667","NaN","63.03333333333333","88.60000000000001","82.96666666666667","100","100","81.33333333333333","76.00000000000001","99.96666666666668","100","83.56666666666666","83.66666666666667","100","77.53333333333333","100","90.2","91.06666666666666","83.30000000000001","77.03333333333333","66.56666666666666","74.63333333333333","80.33333333333333","76.23333333333333","72.56666666666666","78.93333333333334","100","70","99.93333333333334","100","100","90.7","100","89.66666666666666","68.66666666666667","79.43333333333334","89.03333333333333","74.1","99.96666666666668","99.93333333333334","100","72.93333333333332","89.06666666666666","71.8","84.9","100","73.9","83.46666666666667","100","99.96666666666668","78.56666666666668","100","93.93333333333334","75.83333333333333","100","69.89999999999999","99.96666666666668","100","62.8","89.93333333333334","91.23333333333332","82.33333333333333","78.53333333333333","76.76666666666667","70.96666666666667","73.73333333333333","75.26666666666667","100","100","99.96666666666668","80.16666666666667","81.96666666666667","70.43333333333334","100","100","92.66666666666666","73.93333333333332","77.19999999999999","82.86666666666666","78.26666666666668","77.43333333333334"
"Italian","44.26666666666667","62.03333333333333","76.6","66","65.8","71.66666666666667","100","100","75.06666666666668","61.83333333333333","100","100","55.53333333333333","58.43333333333332","100","37.9","100","59.333333333333336","66.13333333333333","57.99999999999999","66.83333333333333","43.00000000000001","44.56666666666666","66.66666666666666","58.16666666666666","44.1","77.93333333333334","100","60.2","100","100","100","86.9","100","68.96666666666667","67.03333333333333","59.96666666666667","84.03333333333333","71.5","100","100","100","41.56666666666667","85.13333333333334","63.4","71.43333333333332","100","58.03333333333333","72.16666666666667","100","100","55.83333333333332","100","70.56666666666666","42.63333333333334","100","41.80000000000001","100","100","69.26666666666667","51.433333333333344","51.8","92.6","81.16666666666667","43.13333333333333","66.83333333333333","50.6","67.33333333333333","100","100","100","77.4","73.8","61.83333333333333","100","100","90.9","78.26666666666667","82.39999999999999","64","85.36666666666667","58.06666666666666"
"Japanese","33.33333333333333","97.68407643312102","99.57537154989384","85.66985138004246","100","100","100","100","100","100","100","100","100","100","100","100","96.19741100323624","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","NaN"
"Kazakh","76.73333333333333","81.66666666666667","NaN","80.26666666666667","99.79999999999998","99.9","100","100","99.83333333333334","99.9","68.6","100","99.63333333333333","99.83333333333334","75.7","99.66666666666669","100","99.76666666666668","99.76666666666668","99.66666666666669","99.76666666666668","99.56666666666666","99.66666666666669","99.86666666666667","99.83333333333334","99.73333333333332","99.79999999999998","100","99.6","99.96666666666668","100","100","95.7","100","99.9","99.79999999999998","99.7","99.76666666666668","99.7","100","94.56666666666663","100","99.66666666666669","99.93333333333334","99.83333333333334","94.60000000000001","77.36666666666667","99.73333333333332","99.9","100","79","99.7","100","99.83333333333334","99.66666666666669","100","99.76666666666668","73.5","81.26666666666665","99.76666666666668","99.79999999999998","99.76666666666668","99.93333333333334","99.93333333333334","99.66666666666669","99.79999999999998","99.73333333333332","99.79999999999998","100","100","100","99.83333333333334","99.93333333333334","99.83333333333334","81.96666666666667","100","99.9","99.93333333333334","99.96666666666668","99.83333333333334","99.93333333333334","NaN"
"Korean","99.96666666666668","99.1158536585366","99.9","99.96666666666668","99.93333333333334","99.9","100","100","99.96666666666668","100","100","100","99.93333333333334","99.9","100","99.83333333333334","100","99.9","99.93333333333334","99.9","99.93333333333334","99.79999999999998","99.9","99.9","99.86666666666667","99.9","99.9","100","99.93333333333334","100","100","100","99.9","100","100","99.93333333333334","99.83333333333334","99.96666666666668","99.86666666666667","99.93333333333334","100","99.96666666666668","99.86666666666667","99.9","99.9","99.93333333333334","100","99.83333333333334","99.9","100","100","99.93333333333334","100","99.86666666666667","99.83333333333334","100","99.93333333333334","100","100","99.9","99.93333333333334","99.93333333333334","99.96666666666668","99.9","99.79999999999998","99.93333333333334","99.9","99.9","100","100","100","99.86666666666667","99.86666666666667","99.93333333333334","100","100","99.93333333333334","99.93333333333334","99.9","99.96666666666668","99.9","NaN"
"Latin","46.06666666666667","61.53333333333334","NaN","20.96666666666667","70.13333333333334","77.19999999999999","100","100","82.56666666666666","65.89999999999999","100","100","67.66666666666666","69.66666666666667","100","47.73333333333333","100","67.73333333333333","73.03333333333333","61.66666666666667","71.86666666666667","54.23333333333333","47.900000000000006","62.83333333333333","75.73333333333333","53.63333333333335","74.69999999999999","100","62.43333333333333","100","100","100","87.46666666666667","100","81.03333333333333","72.86666666666667","65.13333333333334","84.96666666666667","49.3","100","100","100","66.89999999999999","89.2","68.73333333333332","72.3","100","64.73333333333333","73.30000000000001","100","100","67.30000000000001","100","69.86666666666666","52.3","100","49.633333333333326","100","100","78.2","58.03333333333333","60","93.43333333333334","84.36666666666666","51.866666666666674","66.9","63.16666666666667","72.89999999999999","100","100","100","75.9","82.13333333333334","66.53333333333333","100","100","96.73333333333332","86.76666666666665","87.99999999999999","74.79999999999998","83.36666666666666","63.03333333333333"
"Latvian","72.06666666666666","75.26666666666667","88.60000000000001","82.73333333333333","76.63333333333333","88.56666666666668","100","100","89.73333333333335","85.43333333333332","100","100","84.73333333333332","70.23333333333333","99.96666666666668","73.26666666666667","100","71.46666666666667","78.33333333333333","85.26666666666665","87.1","76.00000000000001","67.13333333333334","73.2","80.9","75.03333333333335","81.03333333333333","100","83.76666666666667","100","100","100","93.36666666666667","100","89.3","83.80000000000001","79.43333333333334","92.83333333333331","74.69999999999999","100","100","100","75.56666666666666","89.33333333333331","59.5","89.69999999999999","100","79.73333333333333","80.86666666666667","100","100","74.3","100","74.93333333333334","69.93333333333332","100","75.73333333333333","100","100","78.86666666666665","68.06666666666666","73.43333333333332","87.03333333333333","84.7","64.73333333333335","73.76666666666667","76.33333333333333","78.10000000000001","100","100","100","81.89999999999999","88.73333333333333","82.5","100","100","98.9","94.46666666666668","88.50000000000001","84.7","85.5","44.63333333333333"
"Lithuanian","70.26666666666667","71.86666666666667","87.53333333333333","80.5","77.9","79.26666666666668","100","100","74.6","78.69999999999999","100","100","78.63333333333333","62.4","100","66.9","100","65.06666666666666","73.76666666666667","74.73333333333333","80.69999999999999","70.76666666666668","59.6","71.93333333333332","77.36666666666667","72.03333333333333","72.00000000000001","100","81.93333333333332","100","100","100","94.56666666666665","100","81.46666666666667","76.5","66.63333333333334","91.2","65.46666666666667","100","100","100","62.23333333333333","58.133333333333326","87.03333333333333","90.3","100","68.93333333333334","77.46666666666667","100","100","70.76666666666665","100","73.60000000000001","67.43333333333334","100","61.8","100","100","71.76666666666667","62.9","61.5","85.86666666666667","81.46666666666667","64.86666666666666","57.8","73.66666666666667","63.89999999999999","100","100","100","78.33333333333333","87.6","65.76666666666668","100","100","97.66666666666666","94.6","79.23333333333335","77.5","75.73333333333335","66.36666666666666"
"Macedonian","60.23333333333333","60.266666666666666","86.4","51.2","99.26666666666664","99.66666666666669","99.96666666666668","100","99.66666666666669","99.63333333333333","68.16666666666666","100","99.23333333333332","99.5","32.83333333333333","99.33333333333331","100","99.43333333333334","99.5","99.1","99.3","98.96666666666664","99.3","99.36666666666666","99.23333333333332","99.36666666666666","99.56666666666666","100","99.1","99.86666666666667","100","100","83.56666666666666","100","99.76666666666668","99.4","99.33333333333331","99.43333333333334","99.06666666666666","100","74.43333333333334","100","99.2","99.83333333333334","99.6","69.60000000000001","79.46666666666667","99.4","99.53333333333332","100","90.26666666666668","99.16666666666669","100","99.63333333333333","99.53333333333332","100","99.26666666666664","49.8","40.46666666666667","99.53333333333332","99.36666666666666","99.33333333333331","99.9","99.63333333333333","99.53333333333332","99.53333333333332","99.06666666666666","99.16666666666669","100","100","100","99.46666666666668","99.53333333333332","99.43333333333334","57.13333333333333","100","99.79999999999998","99.73333333333332","99.79999999999998","99.73333333333332","99.66666666666669","12.666666666666668"
"Malay","17.900000000000002","22.26666666666667","NaN","11.066666666666665","63.96666666666667","69.80000000000001","99.96666666666668","100","69.5","64.60000000000001","100","100","62.8","68.53333333333333","100","60.43333333333333","100","73.46666666666667","76.13333333333333","55.2","63.03333333333333","53.866666666666674","53.766666666666666","74.83333333333334","78.96666666666667","67.2","53.23333333333333","100","60.83333333333333","99.96666666666668","100","100","30.833333333333336","100","76.83333333333334","72.63333333333333","25.666666666666664","82.66666666666666","59.766666666666666","99.93333333333334","100","99.96666666666668","54.13333333333333","82.86666666666666","66.73333333333335","30.533333333333328","100","73.1","47.03333333333333","100","100","62.63333333333333","100","89.4","63.83333333333333","100","69.5","100","100","48.50000000000001","80.8","68.33333333333334","58.23333333333333","55.266666666666666","69.89999999999999","54.03333333333333","61.46666666666666","41.73333333333333","100","100","100","51.46666666666667","58.16666666666666","54.266666666666666","99.96666666666668","100","95.56666666666666","79.76666666666667","53.13333333333333","57.10000000000001","49.43333333333334","12.933333333333334"
"Maori","60.73333333333334","52.06666666666667","NaN","NaN","84.89999999999999","60.633333333333326","100","100","83.76666666666667","65.73333333333333","100","100","80.26666666666667","78.73333333333333","100","92.33333333333331","100","76.66666666666666","96.16666666666666","80.93333333333334","84","75.23333333333332","79.19999999999999","94.56666666666663","97","89.1","44.2","100","80.39999999999999","100","100","100","92.03333333333333","100","87.19999999999999","84.39999999999999","40.00000000000001","82.86666666666667","74.93333333333334","100","100","100","78.06666666666668","79.93333333333334","73.3","83.56666666666666","100","40.93333333333334","85.4","100","100","82","100","97.7","83.13333333333333","100","79.03333333333333","100","100","41.06666666666667","90.83333333333331","96","71.1","58.36666666666667","82.96666666666667","48","83.53333333333333","41.83333333333333","100","100","100","42.766666666666666","59.2","78.8","100","100","95.23333333333332","90.46666666666668","55.50000000000001","67.76666666666667","54.36666666666666","NaN"
"Marathi","83.36666666666666","83.73333333333333","87.86666666666667","80.06666666666668","99.73333333333332","100","100","100","99.96666666666668","99.7","100","100","99.7","99.7","100","99.5","100","99.76666666666668","99.66666666666669","99.56666666666666","99.73333333333332","99.43333333333334","99.63333333333333","99.56666666666666","99.56666666666666","99.56666666666666","99.93333333333334","100","99.56666666666666","100","100","100","82.43333333333332","0.0333333333333333","99.73333333333332","99.96666666666668","99.63333333333333","99.86666666666667","99.6","100","100","100","99.6","99.96666666666668","99.73333333333332","80.06666666666668","100","99.63333333333333","99.76666666666668","99.96666666666668","100","99.66666666666669","100","99.7","99.56666666666666","100","99.46666666666668","100","100","99.93333333333334","99.66666666666669","99.66666666666669","99.73333333333332","99.93333333333334","99.43333333333334","99.76666666666668","99.63333333333333","99.96666666666668","100","100","100","99.9","99.76666666666668","99.93333333333334","100","100","100","100","99.86666666666667","99.7","99.86666666666667","NaN"
"Mongolian","78.3","83.03333333333333","NaN","85.76666666666667","99.76666666666668","99.83333333333334","100","100","99.96666666666668","99.96666666666668","74.43333333333334","100","99.76666666666668","99.79999999999998","89.9","99.46666666666668","100","99.76666666666668","99.9","99.79999999999998","99.76666666666668","99.53333333333332","99.63333333333333","99.83333333333334","99.83333333333334","99.6","99.93333333333334","100","99.76666666666668","100","100","100","96.89999999999999","100","99.93333333333334","99.79999999999998","99.7","99.86666666666667","99.56666666666666","100","69.73333333333333","100","99.56666666666666","99.93333333333334","99.76666666666668","95.19999999999999","89.76666666666667","99.7","99.76666666666668","100","94.4","99.73333333333332","100","99.93333333333334","99.5","100","99.66666666666669","88.13333333333334","93.06666666666666","99.86666666666667","99.9","99.86666666666667","99.93333333333334","99.79999999999998","99.5","99.9","99.76666666666668","99.79999999999998","100","100","100","99.86666666666667","99.83333333333334","99.83333333333334","92.06666666666666","100","99.9","99.9","99.66666666666669","99.96666666666668","99.73333333333332","NaN"
"Nynorsk","54","NaN","NaN","32.16666666666667","51.06666666666667","76.86666666666667","100","100","76.93333333333334","71.1","99.9","100","35.900000000000006","70.9","99.96666666666668","64","100","73.3","71.5","39.96666666666667","51.33333333333333","49.53333333333333","57.86666666666667","63.63333333333333","57.4","61.6","78.06666666666665","100","50.96666666666666","99.93333333333334","100","99.96666666666668","65.8","99.96666666666668","70.06666666666668","48.50000000000001","55.03333333333333","87.43333333333332","57.03333333333333","100","99.96666666666668","100","68.16666666666666","81.89999999999999","75.3","49.733333333333334","99.96666666666668","55.50000000000001","69.76666666666667","99.96666666666668","99.96666666666668","71.2","100","81.36666666666667","66.36666666666667","100","63.26666666666667","99.93333333333334","99.93333333333334","79.3","66.63333333333334","67","87.23333333333333","69.96666666666668","67","73.7","43.4","65.5","100","100","100","71.5","75.4","61.2","99.93333333333334","100","95.53333333333332","81.89999999999999","75.66666666666667","73.43333333333332","73.23333333333333","24.16666666666667"
"Persian","61.3","75.53333333333333","81","92.5","99.56666666666666","99.93333333333334","76.13333333333334","100","99.96666666666668","99.63333333333333","100","100","99.5","99.7","100","99.36666666666666","100","99.7","99.6","99.6","99.7","99.36666666666666","99.43333333333334","99.7","99.63333333333333","99.6","99.86666666666667","100","99.56666666666666","99.96666666666668","100","100","90.26666666666668","100","99.73333333333332","99.79999999999998","99.43333333333334","99.6","99.3","100","100","100","99.56666666666666","99.9","99.73333333333332","84.73333333333333","100","99.53333333333332","99.7","100","99.96666666666668","99.56666666666666","79.83333333333333","99.79999999999998","99.53333333333332","100","99.63333333333333","99.96666666666668","100","99.76666666666668","99.6","99.53333333333332","99.9","99.79999999999998","99.43333333333334","99.7","99.46666666666668","99.79999999999998","100","100","100","99.79999999999998","99.83333333333334","99.86666666666667","100","62.4","99.93333333333334","99.76666666666668","99.86666666666667","99.83333333333334","99.83333333333334","12"
"Polish","74.53333333333333","76.7","89.2","88.66666666666667","68.4","90.53333333333336","100","100","93.13333333333334","80.93333333333334","100","100","84.2","68.9","100","68.26666666666667","100","72.23333333333332","61.76666666666667","83.66666666666666","84.7","76.39999999999999","63.4","74.7","79.9","79.33333333333333","84.46666666666665","100","81.73333333333333","100","100","100","94.56666666666668","100","84","81.16666666666667","75.49999999999999","89.4","65.33333333333334","100","100","100","75.16666666666666","65.89999999999999","75.26666666666667","91.69999999999999","100","77.03333333333333","86","100","100","75.30000000000001","100","89.33333333333334","68.03333333333333","100","74.73333333333333","100","100","74.13333333333334","48.63333333333333","56.7","89.66666666666666","86.43333333333332","66.03333333333333","74.1","81.89999999999999","82.96666666666667","100","100","100","77.19999999999999","84.86666666666666","83.63333333333333","100","100","94.23333333333332","94.3","89.16666666666666","86.16666666666667","82.39999999999999","86.10000000000001"
"Portuguese","53.93333333333333","52.63333333333333","60.73333333333334","53.833333333333336","70.03333333333333","74.43333333333334","100","100","77.99999999999999","70.93333333333332","100","100","65.93333333333334","59.56666666666667","100","36.7","100","64.23333333333333","67.5","61.36666666666667","69.23333333333333","48.266666666666666","43.93333333333334","69.89999999999999","71.13333333333333","44.13333333333333","80.3","100","66.8","100","100","100","81","100","81.30000000000001","71.13333333333333","58.4","90.23333333333332","45.26666666666667","100","100","100","48.56666666666666","84.03333333333333","63.76666666666667","68.63333333333334","100","60.633333333333326","75.86666666666666","100","100","63.06666666666666","100","73.93333333333332","72.13333333333333","100","46.16666666666667","100","100","80.23333333333333","58.86666666666667","58.86666666666667","80.10000000000001","78.93333333333334","32.53333333333334","76.53333333333335","59.2","69.33333333333334","100","100","100","76.83333333333331","78.73333333333333","66.36666666666667","100","100","87.9","94.23333333333332","82.16666666666667","77.36666666666667","82.9","60.93333333333333"
"Punjabi","100","99.66666666666669","99.96666666666668","100","99.93333333333334","99.93333333333334","100","100","99.96666666666668","99.9","100","100","99.93333333333334","99.9","100","99.9","100","99.83333333333334","99.83333333333334","99.9","99.9","99.79999999999998","99.86666666666667","99.9","99.86666666666667","99.9","100","100","99.86666666666667","100","100","100","99.96666666666667","100","99.96666666666668","100","99.96666666666668","99.86666666666667","99.93333333333334","100","100","100","99.93333333333334","99.93333333333334","99.86666666666667","99.96666666666667","100","99.96666666666668","100","100","100","99.93333333333334","100","99.96666666666668","99.93333333333334","100","99.86666666666667","100","100","100","99.86666666666667","99.86666666666667","99.96666666666668","100","99.93333333333334","99.9","99.96666666666668","99.96666666666668","100","100","100","99.93333333333334","99.96666666666668","100","100","100","100","99.93333333333334","99.93333333333334","99.93333333333334","99.9","NaN"
"Romanian","53.5","53.333333333333336","77.03333333333333","60.93333333333334","69.03333333333333","75.86666666666666","100","100","79.16666666666666","61.33333333333334","100","100","65.03333333333333","63.23333333333333","100","44.16666666666667","100","62.9","69.1","61.36666666666667","69.03333333333333","44.5","47.7","67.06666666666666","75.8","49.766666666666666","79.4","100","62.933333333333344","100","100","100","86.66666666666667","100","70.26666666666667","75.56666666666666","64.3","72.86666666666667","42.76666666666667","100","100","100","46.66666666666667","82.83333333333333","61","73.83333333333333","100","64.7","69.23333333333333","100","100","62.46666666666667","100","70.56666666666666","47.46666666666666","100","80.3","100","100","79.3","53.83333333333332","58.86666666666667","87.53333333333333","70.63333333333333","48.2","69.1","67.73333333333333","70.7","100","100","100","70.16666666666667","74.06666666666666","58.26666666666666","100","100","98.33333333333334","92.36666666666666","78.5","52.63333333333333","71.23333333333333","56.8"
"Russian","60.30000000000001","71","84.06666666666668","75.36666666666667","100","100","100","100","100","100","73.73333333333333","100","100","100","53.23333333333333","100","100","99.96666666666668","99.96666666666668","100","100","99.96666666666668","100","100","99.96666666666668","99.96666666666668","100","100","100","100","100","100","89.66666666666666","100","100","100","99.96666666666668","99.96666666666668","100","100","81","100","99.96666666666668","100","100","78.96666666666667","56.7","99.96666666666668","99.96666666666668","100","91.7","99.96666666666668","100","100","100","100","99.96666666666668","70.80000000000001","55.333333333333336","99.93333333333334","100","100","100","99.96666666666668","99.96666666666668","99.96666666666668","100","99.96666666666668","100","100","100","99.96666666666668","99.96666666666668","100","56.93333333333334","100","100","99.96666666666668","99.96666666666668","99.96666666666668","99.96666666666668","66.03333333333333"
"Serbian","68.86666666666666","77.8","NaN","63.7","99.53333333333332","99.79999999999998","100","100","99.9","99.76666666666668","66.46666666666667","100","99.53333333333332","99.83333333333334","48.86666666666667","99.3","100","99.79999999999998","99.73333333333332","99.53333333333332","99.56666666666666","99.16666666666669","99.53333333333332","99.66666666666669","99.73333333333332","99.36666666666666","99.96666666666668","100","99.43333333333334","99.93333333333334","100","100","87.53333333333333","100","99.83333333333334","99.66666666666669","99.66666666666669","99.6","99.36666666666666","100","75.43333333333334","100","99.53333333333332","99.79999999999998","99.53333333333332","80.9","44.23333333333334","99.7","99.7","100","91.1","99.46666666666668","100","99.83333333333334","99.43333333333334","100","99.6","53","79.26666666666668","99.86666666666667","99.7","99.76666666666668","99.86666666666667","99.63333333333333","99.33333333333331","99.79999999999998","99.43333333333334","99.79999999999998","100","100","100","99.63333333333333","99.79999999999998","99.73333333333332","62.43333333333333","100","99.93333333333334","99.79999999999998","99.86666666666667","99.76666666666668","99.73333333333332","NaN"
"Shona","64.76666666666667","76.1","NaN","NaN","66.4","71.13333333333333","100","100","70.53333333333333","70","100","100","68.63333333333334","76.93333333333334","100","74.2","100","73.63333333333334","87.2","68.03333333333333","65.96666666666667","65.7","77.36666666666666","77.10000000000001","87.56666666666666","79","39.36666666666667","100","62.2","100","100","100","91.06666666666668","100","75.83333333333333","67","42.53333333333333","70.13333333333334","59.53333333333334","100","100","100","67.39999999999999","66.63333333333334","70.86666666666666","82.13333333333334","100","42.1","44.10000000000001","100","100","71.96666666666665","100","76.43333333333334","80.66666666666666","100","66.96666666666667","100","100","83.86666666666667","72.03333333333333","83.76666666666667","61.5","57.33333333333333","81.36666666666666","36.33333333333333","68.86666666666666","45.333333333333336","100","100","100","44.03333333333333","57.49999999999999","66.5","100","100","85","84.76666666666667","54.63333333333333","65.53333333333335","55.633333333333326","NaN"
"Slovak","71","62.83333333333333","74.96666666666667","67.50000000000001","76.86666666666667","90.13333333333333","100","100","95.33333333333331","81.46666666666667","100","100","79.43333333333334","57.43333333333332","100","71.16666666666666","100","61.73333333333333","51.33333333333333","79.6","80.39999999999999","76.36666666666666","64.1","73.23333333333333","79.63333333333334","76.86666666666667","85.26666666666665","100","78.36666666666666","100","100","100","84.36666666666667","100","84.50000000000001","84.7","77.63333333333334","91.86666666666667","64.93333333333334","100","100","100","75.6","78.73333333333333","74.06666666666666","78.33333333333333","100","78.36666666666666","87.73333333333332","100","100","73.7","100","68.06666666666666","66.4","100","71.06666666666666","100","100","82.06666666666668","75.06666666666666","52.33333333333333","92.46666666666668","84.60000000000001","71.53333333333333","79.03333333333333","78.13333333333334","84","100","100","100","84.03333333333333","91.7","82.33333333333334","99.96666666666668","100","94.4","94.4","90","82.76666666666667","85.1","68"
"Slovene","47.53333333333334","62.53333333333333","72.63333333333334","63.2","78.03333333333335","82.96666666666667","100","100","89.73333333333335","82","100","100","78.3","44.96666666666667","100","65.66666666666666","100","44.16666666666666","59.066666666666656","75.73333333333335","80.63333333333334","73.23333333333333","60.26666666666666","64","79","76.6","78.56666666666668","100","80.7","100","100","100","82.16666666666667","100","80.16666666666667","78.10000000000001","69.53333333333335","96.6","61.8","100","100","100","71.33333333333334","86.83333333333333","68.5","68.36666666666667","100","71.23333333333333","82.30000000000001","100","100","69.56666666666668","100","70.03333333333333","63.8","100","65.3","100","100","78.16666666666667","44.2","70.3","87.03333333333333","78.06666666666668","71.60000000000001","71.2","78.3","74.83333333333334","100","100","100","77.53333333333333","85.46666666666667","73.36666666666667","100","100","96.5","93.86666666666666","85.36666666666667","76.26666666666667","82.53333333333333","72.06666666666666"
"Somali","69.86666666666666","69.2","89.76666666666667","NaN","59.83333333333333","80.86666666666666","99.53333333333332","100","71.5","85.7","100","100","89.23333333333333","61.3","100","84.9","100","84.93333333333334","91.96666666666668","88.13333333333334","61.6","87.1","72.26666666666667","83.5","63.93333333333333","88.86666666666666","52","100","94.06666666666666","99.93333333333334","100","100","92.36666666666666","100","87.03333333333333","86.6","50.93333333333333","87.6","71.63333333333334","99.96666666666668","100","100","77.66666666666667","82.96666666666667","72.56666666666666","86.4","100","51.33333333333333","58.63333333333334","100","100","80.03333333333332","99.96666666666668","90.93333333333332","66.96666666666667","100","80.33333333333333","100","100","66.8","77.9","78.06666666666668","84.36666666666667","77.19999999999999","68.16666666666667","57.833333333333336","81.8","46.366666666666674","100","100","100","71.06666666666666","78.96666666666667","65.69999999999999","100","99.96666666666668","99.16666666666669","88.1","70.5","67","69.53333333333333","NaN"
"Sotho","53.900000000000006","48.900000000000006","NaN","NaN","76.1","92","100","100","85.16666666666667","79","100","100","77.20000000000002","84.60000000000001","100","81.89999999999999","100","83.06666666666666","91.53333333333332","77.43333333333334","84.73333333333333","71.06666666666666","78.73333333333333","80.96666666666667","77.8","80.46666666666667","65.93333333333334","100","82.26666666666667","100","100","100","85.5","100","65.23333333333333","86.16666666666667","41.96666666666667","77.46666666666667","71.89999999999999","100","100","100","80.33333333333333","86.36666666666666","87.03333333333333","73.1","100","47.13333333333333","56.8","100","100","79.06666666666666","100","95.73333333333332","83.23333333333332","100","66.16666666666666","100","100","62.36666666666667","82.73333333333333","92.16666666666666","72.36666666666667","80.5","83.63333333333333","65.56666666666668","83.86666666666667","48.96666666666667","100","100","100","43.8","27.566666666666663","56.333333333333336","100","100","86.96666666666667","72.93333333333332","47.89999999999999","58.66666666666666","50.59999999999999","NaN"
